id,data_inversa,dia_semana,horario,uf,br,km,municipio,latitude,longitude,feridos_leves,feridos_graves,mortos,classificacao_acidente,causa_principal,causa_acidente,tipo_acidente,fase_dia,condicao_metereologica,tipo_pista,tracado_via,uso_solo,sentido_via
743012,2026-01-01,quinta-feira,15:30:00,PR,376.0,"384,7",imbau,-24.47133,-50.73997,9.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Pleno dia,Céu Claro,Dupla,Declive;Curva,Não,Crescente
743013,2026-01-01,quinta-feira,16:30:00,RS,158.0,316,itaara,-29.655855,-53.773743,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Declive;Curva,Não,Crescente
743014,2026-01-01,quinta-feira,15:20:00,MA,135.0,28,bacabeira,-2.78856,-44.37408,0.0,0.0,1.0,Com Vítimas Fatais,Sim,Pedestre andava na pista,Sinistro pessoal de trânsito,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
743015,2026-01-01,quinta-feira,16:35:00,GO,153.0,529,hidrolandia,-16.957537,-49.240284,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Nublado,Dupla,Reta;Aclive,Não,Crescente
743016,2026-01-01,quinta-feira,16:50:00,MG,40.0,471,sete lagoas,-19.477709,-44.288464,4.0,0.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Queda de ocupante de veículo,Pleno dia,Chuva,Dupla,Túnel;Curva;Declive,Sim,Crescente
743017,2026-01-01,quinta-feira,16:35:00,PE,428.0,185,petrolina,-9.353087,-40.476456,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta,Sim,Decrescente
743018,2026-01-01,quinta-feira,07:15:00,AC,364.0,284,sena madureira,-9.050273,-68.76536,27.0,27.0,27.0,Com Vítimas Fatais,Não,Ingestão de substâncias psicoativas pelo condutor,Tombamento,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
743019,2026-01-01,quinta-feira,15:20:00,GO,70.0,18,cocalzinho de goias,-15.747833,-48.352455,6.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Pleno dia,Céu Claro,Simples,Declive;Reta,Não,Decrescente
743020,2026-01-01,quinta-feira,16:30:00,PI,343.0,"2,8",teresina,-5.0808268,-42.777954,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Colisão traseira,Pleno dia,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,Crescente
743021,2026-01-01,quinta-feira,17:30:00,SC,280.0,"24,2",araquari,-26.378649,-48.72108,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Garoa/Chuvisco,Simples,Reta,Sim,Decrescente
743022,2026-01-01,quinta-feira,15:34:00,PA,230.0,667,altamira,-3.2305102,-52.301117,12.0,0.0,0.0,Com Vítimas Feridas,Não,Falta de elemento de contenção que evite a saída do leito carroçável,Capotamento,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
743023,2026-01-01,quinta-feira,15:05:00,MG,251.0,"368,7",grao mogol,-16.33165,-42.69341,90.0,18.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
743024,2026-01-01,quinta-feira,15:40:00,RO,364.0,"417,9",jaru,-10.486033,-62.43289,6.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Pleno dia,Céu Claro,Simples,Declive;Curva,Não,Decrescente
743025,2026-01-01,quinta-feira,17:50:00,RJ,116.0,129,mage,-22.656082,-43.12339,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão traseira,Anoitecer,Nublado,Dupla,Reta,Não,Decrescente
743026,2026-01-01,quinta-feira,16:20:00,SC,101.0,59,araquari,-26.448135,-48.792343,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Avarias e/ou desgaste excessivo no pneu,Capotamento,Pleno dia,Chuva,Dupla,Declive;Curva,Não,Crescente
743027,2026-01-01,quinta-feira,17:50:00,RJ,465.0,2,seropedica,-22.734886,-43.710804,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Pleno dia,Nublado,Simples,Reta,Não,Decrescente
743028,2026-01-01,quinta-feira,10:30:00,CE,226.0,"233,3",pedra branca,-5.401472,-39.82026,0.0,0.0,12.0,Com Vítimas Fatais,Não,Ausência de reação do condutor,Queda de ocupante de veículo,Pleno dia,Céu Claro,Simples,Aclive;Curva,Não,Crescente
743029,2026-01-01,quinta-feira,16:30:00,SC,101.0,258,paulo lopes,-28.010782,-48.6946,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Colisão com objeto,Pleno dia,Chuva,Múltipla,Curva,Não,Decrescente
743030,2026-01-01,quinta-feira,17:30:00,BA,420.0,"346,7",jaguaquara,-13.506461,-40.008266,1.0,0.0,1.0,Com Vítimas Fatais,Sim,Manobra de mudança de faixa,Colisão frontal,Pleno dia,Céu Claro,Simples,Aclive;Curva,Não,Crescente
743031,2026-01-01,quinta-feira,17:00:00,PR,376.0,341,ortigueira,-24.250847,-50.903366,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Transitar na contramão,Colisão frontal,Pleno dia,Garoa/Chuvisco,Simples,Curva,Não,Crescente
743033,2026-01-01,quinta-feira,17:40:00,SC,282.0,"33,9",aguas mornas,-27.703768,-48.818375,0.0,30.0,6.0,Com Vítimas Fatais,Não,Acumulo de óleo sobre o pavimento,Saída de leito carroçável,Pleno dia,Chuva,Simples,Curva;Aclive,Não,Crescente
743034,2026-01-01,quinta-feira,18:00:00,PR,163.0,"178,3",lindoeste,-25.170437,-53.60194,6.0,0.0,0.0,Com Vítimas Feridas,Sim,Acumulo de água sobre o pavimento,Capotamento,Anoitecer,Chuva,Dupla,Curva,Não,Crescente
743035,2026-01-01,quinta-feira,15:58:00,GO,158.0,40,bom jardim de goias,-16.22206,-52.09756,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Decrescente
743036,2026-01-01,quinta-feira,18:45:00,PR,277.0,16,paranagua,-25.549803,-48.673004,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão lateral mesmo sentido,Anoitecer,Céu Claro,Dupla,Curva,Não,Crescente
743037,2026-01-01,quinta-feira,18:28:00,SP,116.0,39,cachoeira paulista,-22.669807,-44.991814,0.0,4.0,0.0,Com Vítimas Feridas,Não,Velocidade Incompatível,Tombamento,Anoitecer,Céu Claro,Simples,Curva,Sim,Crescente
743039,2026-01-01,quinta-feira,18:30:00,MG,262.0,"380,2",juatuba,-19.93025,-44.40819,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Capotamento,Plena Noite,Chuva,Dupla,Curva;Declive,Não,Crescente
743040,2026-01-01,quinta-feira,18:50:00,SC,101.0,"224,8",palhoca,-27.72984,-48.64207,4.0,0.0,0.0,Com Vítimas Feridas,Não,Manobra de mudança de faixa,Queda de ocupante de veículo,Anoitecer,Nublado,Dupla,Reta,Não,Decrescente
743041,2026-01-01,quinta-feira,17:40:00,CE,222.0,"233,3",sobral,-3.712298,-40.4272,12.0,0.0,0.0,Com Vítimas Feridas,Não,Iluminação deficiente,Capotamento,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
743043,2026-01-01,quinta-feira,17:20:00,MT,174.0,288,pontes e lacerda,-15.250074,-59.31103,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Incêndio,Pleno dia,Nublado,Simples,Aclive;Reta,Sim,Crescente
743045,2026-01-01,quinta-feira,17:45:00,MT,163.0,"55,9",rondonopolis,-17.018291,-54.761482,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Anoitecer,Chuva,Dupla,Declive;Reta,Não,Decrescente
743046,2026-01-01,quinta-feira,19:15:00,ES,262.0,"41,2",domingos martins,-20.385403,-40.6482,0.0,0.0,4.0,Com Vítimas Fatais,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Reta,Não,Decrescente
743047,2026-01-01,quinta-feira,17:20:00,MG,262.0,6,martins soares,-20.252518,-41.80982,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Colisão com objeto,Pleno dia,Nublado,Simples,Aclive;Reta,Não,Crescente
743048,2026-01-01,quinta-feira,19:40:00,PE,101.0,34,itapissuma,-7.7700944,-34.935223,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Interseção de Vias;Reta,Não,Crescente
743050,2026-01-01,quinta-feira,18:20:00,MG,381.0,526,brumadinho,-20.151491,-44.326206,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Anoitecer,Chuva,Dupla,Declive;Curva,Não,Crescente
743051,2026-01-01,quinta-feira,18:25:00,PB,230.0,"215,1",soledade,-7.060545,-36.35547,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Colisão frontal,Plena Noite,Céu Claro,Simples,Reta,Sim,Crescente
743052,2026-01-01,quinta-feira,19:30:00,RJ,101.0,322,niteroi,-22.87832,-43.110527,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Plena Noite,Céu Claro,Dupla,Reta,Não,Decrescente
743053,2026-01-01,quinta-feira,19:30:00,RN,304.0,295,macaiba,-5.867125,-35.366337,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de sinalização,Tombamento,Plena Noite,Céu Claro,Dupla,Desvio Temporário;Em Obras;Reta,Não,Crescente
743054,2026-01-01,quinta-feira,18:00:00,RJ,101.0,390,itaguai,-22.858913,-43.759106,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Pleno dia,Céu Claro,Dupla,Curva,Sim,Decrescente
743055,2026-01-01,quinta-feira,19:10:00,PE,232.0,5,recife,-8.06576,-34.94055,0.0,0.0,6.0,Com Vítimas Fatais,Não,Iluminação deficiente,Tombamento,Plena Noite,Céu Claro,Simples,Curva,Não,Crescente
743056,2026-01-01,quinta-feira,16:34:00,AC,364.0,138,rio branco,-9.9606085,-67.856606,0.0,0.0,0.0,Sem Vítimas,Sim,Desrespeitar a preferência no cruzamento,Colisão transversal,Pleno dia,Céu Claro,Dupla,Rotatória,Não,Crescente
743057,2026-01-01,quinta-feira,16:55:00,BA,324.0,560,amelia rodrigues,-12.495525,-38.649006,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
743058,2026-01-01,quinta-feira,20:13:00,ES,101.0,148,linhares,-19.401424,-40.061405,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Suicídio (presumido),Atropelamento de Pedestre,Pleno dia,Céu Claro,Simples,Reta,Sim,Decrescente
743059,2026-01-01,quinta-feira,20:20:00,SC,101.0,"214,9",palhoca,-27.65118,-48.67506,4.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Garoa/Chuvisco,Múltipla,Reta;Ponte,Sim,Decrescente
743060,2026-01-01,quinta-feira,16:45:00,PR,376.0,311,ortigueira,-23.98118,-51.08556,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Pleno dia,Chuva,Dupla,Curva,Não,Crescente
743061,2026-01-01,quinta-feira,18:15:00,PR,376.0,519,ponta grossa,-25.269459,-49.936485,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Anoitecer,Chuva,Simples,Curva;Declive,Não,Decrescente
743063,2026-01-01,quinta-feira,17:45:00,PR,376.0,519,ponta grossa,-25.270277,-49.939167,6.0,0.0,0.0,Com Vítimas Feridas,Não,Curva acentuada,Colisão com objeto,Pleno dia,Nublado,Dupla,Curva;Declive,Não,Decrescente
743064,2026-01-01,quinta-feira,20:10:00,MG,381.0,357,sao goncalo do rio abaixo,-19.854536,-43.22676,8.0,0.0,0.0,Com Vítimas Feridas,Não,Ausência de reação do condutor,Colisão frontal,Plena Noite,Chuva,Simples,Curva;Aclive,Não,Crescente
743065,2026-01-01,quinta-feira,16:45:00,MG,381.0,"521,4",brumadinho,-20.121675,-44.30107,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Pista Escorregadia,Capotamento,Pleno dia,Chuva,Dupla,Curva;Aclive,Não,Decrescente
743066,2026-01-01,quinta-feira,20:40:00,RS,290.0,"18,5",santo antonio da patrulha,-29.883167,-50.440662,0.0,0.0,0.0,Sem Vítimas,Sim,Demais falhas mecânicas ou elétricas,Incêndio,Plena Noite,Céu Claro,Dupla,Reta,Não,Crescente
743067,2026-01-01,quinta-feira,19:20:00,MG,116.0,"609,2",sao joao do manhuacu,-20.417,-42.153,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Saída de leito carroçável,Anoitecer,Nublado,Simples,Curva,Não,Decrescente
743068,2026-01-01,quinta-feira,21:00:00,GO,153.0,436,anapolis,-16.291222,-48.931927,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Nublado,Dupla,Reta,Sim,Crescente
743069,2026-01-01,quinta-feira,21:30:00,MG,40.0,559,nova lima,-20.130402,-43.96425,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Condutor Dormindo,Colisão com objeto,Plena Noite,Nublado,Múltipla,Interseção de Vias;Declive,Não,Decrescente
743070,2026-01-01,quinta-feira,21:30:00,PE,101.0,65,recife,-8.031721,-34.94266,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Múltipla,Reta,Não,Crescente
743071,2026-01-01,quinta-feira,20:40:00,BA,116.0,21,vitoria da conquista,-14.883363,-40.807774,4.0,0.0,0.0,Com Vítimas Feridas,Não,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Reta,Não,Decrescente
743072,2026-01-01,quinta-feira,21:10:00,RN,427.0,"150,9",serra negra do norte,-6.65945,-37.387676,0.0,0.0,2.0,Com Vítimas Fatais,Sim,Ausência de reação do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Ponte;Reta,Sim,Crescente
743073,2026-01-01,quinta-feira,20:00:00,BA,407.0,205,caem,-11.142698,-40.059746,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
743074,2026-01-01,quinta-feira,20:10:00,MS,163.0,"223,1",caarapo,-22.532734,-54.8501,0.0,0.0,0.0,Sem Vítimas,Não,Ausência de reação do condutor,Colisão lateral sentido oposto,Plena Noite,Chuva,Simples,Reta;Aclive,Não,Decrescente
743075,2026-01-01,quinta-feira,21:20:00,MS,163.0,653,rio verde de mato grosso,-18.949722,-54.83079,0.0,0.0,0.0,Sem Vítimas,Sim,Manobra de mudança de faixa,Colisão lateral sentido oposto,Plena Noite,Nublado,Simples,Reta;Declive,Não,Decrescente
743076,2026-01-01,quinta-feira,21:26:00,AL,101.0,"246,9",porto real do colegio,-10.19752,-36.822445,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Capotamento,Plena Noite,Céu Claro,Dupla,Reta,Sim,Decrescente
743077,2026-01-01,quinta-feira,18:30:00,PR,116.0,"51,1",campina grande do sul,-25.243395,-48.90214,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Saída de leito carroçável,Anoitecer,Chuva,Dupla,Curva,Não,Decrescente
743078,2026-01-01,quinta-feira,21:40:00,RJ,101.0,"436,9",mangaratiba,-22.964745,-44.083767,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Simples,Reta,Não,Crescente
743080,2026-01-01,quinta-feira,09:15:00,PR,116.0,42,campina grande do sul,-25.17692,-48.87804,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Colisão com objeto,Pleno dia,Garoa/Chuvisco,Dupla,Curva,Não,Crescente
743082,2026-01-01,quinta-feira,20:40:00,RJ,40.0,114,duque de caxias,-22.71766,-43.289597,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Capotamento,Plena Noite,Céu Claro,Simples,Reta,Não,Decrescente
743083,2026-01-01,quinta-feira,09:20:00,MT,163.0,607,nova mutum,-13.740111,-56.050064,0.0,0.0,0.0,Sem Vítimas,Sim,Ausência de reação do condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Dupla,Reta,Não,Decrescente
743085,2026-01-01,quinta-feira,21:45:00,BA,324.0,"611,2",simoes filho,-12.840483,-38.41517,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Afundamento ou ondulação no pavimento,Tombamento,Plena Noite,Céu Claro,Dupla,Reta,Não,Decrescente
743086,2026-01-01,quinta-feira,20:16:00,PA,163.0,570,trairao,-5.050557,-56.17529,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Atropelamento de Animal,Plena Noite,Céu Claro,Simples,Declive;Reta,Não,Decrescente
743087,2026-01-01,quinta-feira,22:30:00,SP,381.0,11,vargem,-22.926245,-46.455982,12.0,0.0,0.0,Com Vítimas Feridas,Não,Sistema de drenagem ineficiente,Colisão com objeto,Plena Noite,Chuva,Dupla,Declive;Reta,Não,Crescente
743088,2026-01-01,quinta-feira,21:44:00,RO,364.0,699,porto velho,-8.800469,-63.764694,0.0,0.0,0.0,Sem Vítimas,Sim,Transtornos Mentais (exceto suicidio),Colisão com objeto,Plena Noite,Nublado,Dupla,Reta,Sim,Decrescente
743089,2026-01-01,quinta-feira,23:20:00,SP,116.0,"43,2",canas,-22.698898,-45.032448,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Avarias e/ou desgaste excessivo no pneu,Queda de ocupante de veículo,Plena Noite,Céu Claro,Dupla,Reta,Não,Crescente
743092,2026-01-01,quinta-feira,23:40:00,RJ,116.0,111,guapimirim,-22.551208,-42.989998,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Pedestre andava na pista,Atropelamento de Pedestre,Plena Noite,Chuva,Dupla,Reta,Sim,Decrescente
743093,2026-01-01,quinta-feira,21:35:00,MG,251.0,"474,7",francisco sa,-16.470903,-43.442352,3.0,0.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Tombamento,Plena Noite,Nublado,Simples,Curva;Declive,Não,Crescente
743094,2026-01-01,quinta-feira,22:16:00,MT,163.0,1106,guaranta do norte,-9.585939,-54.89059,0.0,0.0,0.0,Sem Vítimas,Sim,Ingestão de álcool pelo condutor,Saída de leito carroçável,Pleno dia,Céu Claro,Simples,Reta,Não,Crescente
743095,2026-01-01,quinta-feira,22:00:00,PR,376.0,342,ortigueira,-24.174555,-50.965187,0.0,2.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Colisão com objeto,Plena Noite,Nublado,Simples,Reta,Não,Decrescente
743096,2026-01-02,sexta-feira,00:05:00,SP,116.0,190,santa isabel,-23.369108,-46.236824,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Ausência de reação do condutor,Capotamento,Plena Noite,Chuva,Dupla,Curva,Não,Crescente
743097,2026-01-02,sexta-feira,01:00:00,SC,101.0,123,balneario camboriu,-27.010725,-48.61273,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Ingestão de álcool pelo condutor,Colisão traseira,Pleno dia,Nublado,Dupla,Rotatória;Viaduto;Reta,Sim,Crescente
743099,2026-01-02,sexta-feira,00:30:00,SP,116.0,451,registro,-24.544205,-47.86127,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Manobra de mudança de faixa,Saída de leito carroçável,Plena Noite,Nublado,Dupla,Reta,Não,Decrescente
743100,2026-01-02,sexta-feira,01:00:00,PR,376.0,"158,8",mandaguacu,-23.358908,-52.08822,4.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor Dormindo,Capotamento,Plena Noite,Céu Claro,Dupla,Retorno Regulamentado;Reta,Sim,Crescente
743101,2026-01-01,quinta-feira,21:30:00,MS,163.0,653,rio verde de mato grosso,-19.035507,-54.8168,3.0,3.0,0.0,Com Vítimas Feridas,Não,Pedestre - Ingestão de álcool/ substâncias psicoativas,Atropelamento de Pedestre,Plena Noite,Céu Claro,Simples,Curva,Não,Crescente
743102,2026-01-02,sexta-feira,01:33:00,GO,364.0,150,jatai,-18.153507,-51.43965,0.0,3.0,0.0,Com Vítimas Feridas,Sim,Animais na Pista,Queda de ocupante de veículo,Plena Noite,Chuva,Dupla,Aclive,Não,Crescente
743103,2026-01-02,sexta-feira,03:00:00,SP,381.0,79,sao paulo,-23.409008,-46.58083,6.0,0.0,0.0,Com Vítimas Feridas,Não,Pista Escorregadia,Tombamento,Plena Noite,Nublado,Múltipla,Reta,Não,Decrescente
743104,2026-01-02,sexta-feira,03:05:00,SP,381.0,85,sao paulo,-23.468254,-46.57054,0.0,0.0,0.0,Sem Vítimas,Não,Ingestão de álcool pelo condutor,Colisão traseira,Plena Noite,Céu Claro,Múltipla,Curva,Sim,Decrescente
743105,2026-01-02,sexta-feira,03:30:00,SP,381.0,33,atibaia,-23.075102,-46.56609,3.0,0.0,0.0,Com Vítimas Feridas,Não,Acumulo de água sobre o pavimento,Colisão com objeto,Plena Noite,Chuva,Dupla,Curva,Sim,Crescente
743107,2026-01-02,sexta-feira,03:20:00,PA,316.0,26,benevides,-1.319348,-48.227497,0.0,6.0,0.0,Com Vítimas Feridas,Não,Ausência de reação do condutor,Derramamento de carga,Plena Noite,Céu Claro,Dupla,Reta,Sim,Crescente
743108,2026-01-02,sexta-feira,04:10:00,PR,369.0,473,corbelia,-24.7142,-53.2463,3.0,3.0,0.0,Com Vítimas Feridas,Não,Neblina,Colisão frontal,Plena Noite,Nevoeiro/Neblina,Simples,Reta,Sim,Crescente
743109,2026-01-02,sexta-feira,04:10:00,MG,381.0,"745,9",tres coracoes,-21.61428,-45.261505,0.0,4.0,0.0,Com Vítimas Feridas,Sim,Condutor Dormindo,Colisão com objeto,Plena Noite,Chuva,Dupla,Curva;Aclive,Não,Crescente
743110,2026-01-02,sexta-feira,04:40:00,MG,381.0,926,itapeva,-22.767206,-46.219265,1.0,0.0,0.0,Com Vítimas Feridas,Sim,Chuva,Colisão com objeto,Amanhecer,Chuva,Dupla,Curva,Não,Decrescente
743111,2026-01-02,sexta-feira,04:30:00,MS,158.0,95,paranaiba,-19.683678,-51.200653,2.0,2.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Tombamento,Amanhecer,Céu Claro,Dupla,Reta;Aclive,Sim,Crescente
743112,2026-01-02,sexta-feira,05:00:00,SC,101.0,56,araquari,-26.435982,-48.812595,4.0,0.0,0.0,Com Vítimas Feridas,Não,Reação tardia ou ineficiente do condutor,Colisão traseira,Amanhecer,Nublado,Dupla,Reta,Sim,Decrescente
743113,2026-01-01,quinta-feira,21:15:00,RS,116.0,258,esteio,-29.8655,-51.180782,2.0,0.0,0.0,Com Vítimas Feridas,Sim,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Plena Noite,Céu Claro,Múltipla,Reta,Sim,Crescente
743114,2026-01-02,sexta-feira,05:20:00,MG,381.0,"936,5",extrema,-22.808964,-46.279556,0.0,1.0,0.0,Com Vítimas Feridas,Sim,Velocidade Incompatível,Capotamento,Pleno dia,Chuva,Dupla,Curva,Sim,Crescente
743115,2026-01-02,sexta-feira,05:10:00,ES,101.0,"344,5",guarapari,-20.661,-40.603,6.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor Dormindo,Colisão com objeto,Amanhecer,Céu Claro,Dupla,Reta,Não,Crescente
743116,2026-01-02,sexta-feira,05:55:00,MG,381.0,"873,8",estiva,-22.419218,-45.964684,0.0,0.0,0.0,Sem Vítimas,Sim,Velocidade Incompatível,Colisão com objeto,Pleno dia,Chuva,Dupla,Curva,Não,Decrescente
743117,2026-01-01,quinta-feira,23:30:00,MG,381.0,"485,8",betim,-19.95611,-44.103615,9.0,0.0,0.0,Com Vítimas Feridas,Não,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Plena Noite,Céu Claro,Múltipla,Reta,Sim,Crescente
